author,comment,likes,published_at
@purwantowanto6200,A S dan Israel jaman sudah canggih kok bisa2nya menjajah Negara Lain ini jelas2 perbuatan jahat melecehkan kedaulatan Negara lain ini perlu dilawan harus dibumi hanguskan dari peta bumi karena sudah meresahkan memangnya Negara yg di jajah gak butuh merdeka mensejahterakan rakyatnya sendiri...? Lanjut gempur terus sampai mampus rakyat Internasional bersama Tuhan melindungi Iran dan rakyatnya amiiin . Kalao pengin dunia damai AS dan Israel berhenti menjajah contohnya Palistina sampai saat masih menderita kekejamanya Israel ...!!! A S dan Israel penjahat harus dibumi hanguskan halal amiiin .,0,2026-04-14T02:42:31Z
@SriLestari-u3t,jangan takut mulut besar trump..cina lanjutkan jangan takut.❤,0,2026-04-14T02:13:59Z
@Umi581-h1p,Presiden OGDJ kok di pilih. Jadinya seprti ini,0,2026-04-14T01:51:59Z
@bunnandi2985,"Alasan murahan AS untuk menyalahkan iran.dulu irak di porak porandakan dan sadam di bunuh oleh AS alasanya juga sama,inilah kelakuan negara kristen kafir sesat,menjajah membunuh oramg2 yg tdk bersalah dgn alasan2 yg tdk masuk akal,padahal faktanya AS sendiri yg mempunyai nuklir,contoh nya yg kapal induk AS memakai tenaga nuklir..sungguh biadab.",1,2026-04-14T01:38:50Z
@cailie5628,heeee begitu ya neng,0,2026-04-14T01:36:53Z
@Herawati-f5q,As dan Israel harus dihancurkan sama Iran....,0,2026-04-14T01:33:03Z
@fathanarfa2069,"Donald memang sudah gila!!! mau buat tentara AS mati mengenaskan di Timur Tengah ,kasihan aku sama keluarganya😢",0,2026-04-14T01:27:41Z
@EdisaputraEdisa,Janggan pernah takut sama ancaman Amerika gomong aja yang banyak,0,2026-04-14T01:27:26Z
@fathanarfa2069,Langsung saja Pak Tenggelamkan Kapal AS tanpa basa basi!!❤❤❤,0,2026-04-14T01:26:22Z
@EdisaputraEdisa,Tayik Kawu gomong mu yang banyak,0,2026-04-14T01:26:19Z
@KanzaAulia-n4p,"semangat iran💪💪💪💪
gaspol cina dukung Iran terus",0,2026-04-14T01:26:16Z
@Edisafwan-eb4pd,"Si tua sdh tidak waras dan banyak omon""...kok cina diancam trump😂😂 kekuatan ekonomi dan militer terkuat ada di negeri cina",0,2026-04-14T01:13:13Z
@altani4933,"Kita ngasih tetangga numpang lewat di kebun kita, tp kalau ada tetangga2 kita yg songong sama kita, tentu kita larang lewat di kebon kita...😂",0,2026-04-14T01:00:43Z
@BillyAnwarHeremba,"Wah...wah... waaaah...
   Generasi pengikut dajal 
Beraksi😂😂😂",0,2026-04-14T00:55:30Z
@harisnastain7245,"pung,,💥💥💥💥💥Booooom",0,2026-04-14T00:47:55Z
@TerongPeot-q7q,Lanjut ....😅hanguskan,0,2026-04-14T00:44:47Z
@suyoto5515,tegak lurus Iran jangan terkecoh oleh bangsa zionis sikat sampai punah dari muka bumi ....lanjut,0,2026-04-14T00:41:14Z
@antonylopes9083,Love ❤ Iran,0,2026-04-14T00:34:28Z
@suharissetyawanto2717,"Penguasaan selat Hormuz oleh Iran justru 1 langkah lbh dulu sblm AS yg akan mtutup n mkuasainya, krn br tpikir bhw pihak AS akan lbh mudah mkuasai n mtutupnya atas nama AS utk mtekan n dikte kemauan egonya pada kepentingan global. AS akan lbh mudah mdikte lbh efektif negara2 lain baik RRC, Rusia bahkan Eropa atw NATO dll yg kini dianggap ber-sebrangan.",0,2026-04-14T00:29:04Z
@sunotosunoto6567,"Memang sejatinya teroris dunia itu tidak lain zionis Israel,itu perlu di musnahkan.",0,2026-04-14T00:27:26Z
@Rusdi-c8i,"Tapi aneh'y d dunia ini yg jahat sllu mnang ya allah tunjukan lah kkuasaan mu untuk org"" baik jika mmang ngkau ada",0,2026-04-13T23:58:10Z
@masrimega1077,Kenapa tidak di tembak sebagai balasan atas penembakan kapal perang yang pulang latihan militer di India bulan lalu,0,2026-04-13T23:54:13Z
@lank07official10,Suruh Israel bom cina trump😂,0,2026-04-13T23:32:12Z
@JoomInah,Prrsoalan besar ada pada amerika yang terus membuat  kejahatan kedaulatan amerika israel tak pernah bisa waras untuk elit elit ametika israel,0,2026-04-13T23:27:11Z
@SuTresno-u1g,Kaum penjajah sekarang ketemu batunya,0,2026-04-13T23:24:52Z
@jamalludin9137,"Kenapa sih dunia ga bisa nyumpal mulut besar nya si TRUMM,org sombong itu,,,,",0,2026-04-13T23:20:36Z
@yunusyunus4624,"Donald,,, bebek,,, setan' Trump streees",0,2026-04-13T23:18:48Z
@LiaJr-v3z,"Mulut donald duck bla bla bla bla 😂😂😂, dikit"" dikit"" ancam, coba langsung war kalau berani, malah main sywar 😂😂😂",0,2026-04-13T23:16:38Z
@ahmadsakwani3153,Donal tram gila,0,2026-04-13T23:01:51Z
@suwarnoarjasa,Amirika dan israel negara iblis,0,2026-04-13T23:00:24Z
@AbdulAlaAla,Presiden pemimpi dan gila.,0,2026-04-13T22:57:32Z
@GunturSaputra-e3y,Cina juga diancam dalam bahaaya besar,0,2026-04-13T22:57:11Z
@TamRin-o3b,Kabuuuuir.....😂😂😂,0,2026-04-13T22:45:54Z
@mrzadu1235,sudah saatnya amerika di sekutu harus di hancurkan oleh semua negara,0,2026-04-13T22:37:21Z
@Bila12-p3v,Perang dg iran saja keteteran kok ngancam cina  donal bebek emang gila.,0,2026-04-13T22:35:14Z
@MamanMur,"Kapal perang Mamarika ngotot mau masuk selat Hormuz dengan dalih sesuai ""aturan internasional""..
Bagaimana dengan si Trump-pret dan si SattanNyahoe tgl 28 Feb 2026 ujug-ujug menyerang Iran apa kalian mengikuti aturan/hukum Internasional...?!! 
K0plak...!!!",0,2026-04-13T22:26:52Z
@angkasa_58,"Wilayah Iran ngapain Amerika ngatur2, stress otak konslet klo gk merampok SDA negara lain gk kaya, katanya negara adidaya/superpower..?? Ayo Iran lawan terus penjajah",1,2026-04-13T22:23:27Z
@WijiUtami-j2t,"Trump ingin rakyat nya  negara nya tenang, menggunakan alat kekacauan dunia",0,2026-04-13T22:07:17Z
@WijiUtami-j2t,"Ocehan mulut trump kelihatan tak berarti, mulut kacau balau",0,2026-04-13T22:05:31Z
@annief8541,Segitu byk negara ga ada yg berani sama israel . Negara islam mana,0,2026-04-13T21:48:49Z
@nellcorpuritanbenett6385,"BRAVO IRAN BRAVO HOUTY YAMAN ❤ SEGERAKAN HANCURKAN ISRAEL DAN USA RATAKAN DENGAN TANAH  !!!!!!!.....BRAVO IRAN, RAKYAT INDONESIA BERSATU DUKUNG IRAN ❤❤❤❤❤❤❤❤",1,2026-04-13T21:38:49Z
@ririnputrilestary-o3b,❤❤❤❤❤❤❤❤❤❤❤❤❤,0,2026-04-13T21:29:43Z
@VianWulan-z9u,Donal. Perang  lawan iran saja keok apalagi perang lawan cina... Dasar bacot...😛😝😜,0,2026-04-13T18:59:26Z
@Adamilen123,Kenapa Indonesia masih diam melihat kelakuan Israel pada Palestina 😢😢😢,0,2026-04-13T18:50:24Z
@PurwantoInterior,"BRAVOIRAN JGN PAKAI PERINGATAN LAGI, LANGSUNG SAJA HAJAR, DAN TENGGELAMKAN AS",0,2026-04-13T18:43:48Z
@JnganSmbarang,Perang kulit merah dengan kulit putih,0,2026-04-13T18:41:31Z
@andibenotchannel3427,"China mau keluar kan rudal Balistik nya, bila Amerika macam macam, kalian aja yg nggak paham",0,2026-04-13T18:28:03Z
@sellyrosmaini2847,"Orang gila diharapkan akan ada perundingan orang Goblok itu yg bisa diharafkan ,perang harus terus berlangsung sampai senjata nuklir dikerahkan",0,2026-04-13T18:18:28Z
@Muhlisin-vz6us,Tram bajingan otak kriminal premanisme dunia mengutuknya,0,2026-04-13T18:07:43Z
@dedekurniawanaray4775,Hanya kamar mandi yg bisa menumbangkan trump,0,2026-04-13T18:07:41Z
@nhonhot-m7r,"Tidak memiliki senjata nuklir  pun iran di serang oleh amerika dan israel , begitu juga jika senjata lebanon di lucutk dan akan mudah untuk israel menyerang dan membunuh orang lebanonn, iran dan lebanon harus benar2 saling bantu dlm perang ini",0,2026-04-13T18:05:03Z
@bangkastorychannel6021,Emang babi si Amerika 😂 malah dia blokade kapal yg kluar akhirnya semuanya nambah langka minyak dan naek 😂,0,2026-04-13T18:03:15Z
@WawanWanto-o8w,Sungguh begitu sulit ny kah tuk mengalahkan israelllll y Allah biadab,0,2026-04-13T18:01:15Z
@indab.123,Iran sdh SOP dg warning terlebih dahulu sebelum bertindak lebih jauh,0,2026-04-13T17:56:30Z
@Budimakmur8888,"Tidak semua rakyat Amerika setuju' buat perang, ulah pemimpinnya saja ......",3,2026-04-13T17:51:21Z
@AnangMisyanto,Si Donald duck ngancem panda...emangnya berani bertindak???,0,2026-04-13T17:49:01Z
@KotaJambi-j3p,As  atau trump besar koar saja katanya negara adidaya sedangkan lawan Iran saja keok,0,2026-04-13T17:48:09Z
@KotaJambi-j3p,China diancam oleh as sedangkan lawan Iran saja tidak mampu ayo China pasok terus saja rudal keiran biar hancur tuh as dan zionis,0,2026-04-13T17:46:20Z
@MuchlisYT83,TRUMP & NETANYAHO TERORRIST DUNUA,0,2026-04-13T17:39:43Z
@MahdiMahdi-wv6jt,"Negara lain tidak boleh ikut campur, cina masukan senjata ke Iran",0,2026-04-13T17:38:27Z
@MuchlisYT83,ISRAEL TERORRIST,0,2026-04-13T17:36:54Z
@BintangTiga-b1t,Iran gak akan pernah kalah musuh² akan hancur,0,2026-04-13T17:36:02Z
@LeosemokMuscle,"IRAN jangan dilawan bukan hanya blokade,kabel optik di dasar selat Hormuz kalo di putus IRAN, Dunia akan lumpuh,",0,2026-04-13T17:35:39Z
@InaHartati-v5x,Akan mendapatkan ganjaran nya aminkan s anjing netanyhu,0,2026-04-13T17:35:33Z
@KairakairaKairakaira-es1nd,🙏 mau damai ada syarat 🙏,0,2026-04-13T17:32:14Z
@AkuBahalap,Dapatkan orang rusia chine jatuh video tab gambar tarik banyak as ada belum pietnam,0,2026-04-13T17:30:14Z
@DeepDiveRadio-n3r,Kirim rudal ke Amerika 😂,0,2026-04-13T17:28:40Z
@BambangHermanto-e9f,Amereka hancurkan,0,2026-04-13T17:27:26Z
@SintaAnakmbarep,👍👍💪💪,0,2026-04-13T17:26:49Z
@perindu_surga09,"Saat dunia mengecam dan menutup celah untuk amerika dan israel, Si omon omon malah membiarkan anak buahnya membuka wilayah udara indonesia untu pesawat perang amerika.
Rakyat harus rapatkan barisan
NO KING!!!",0,2026-04-13T17:24:56Z
@ArmanJojo123,Kinzir Trump nie...nyusahkan dunia...knapelah dia tak mampos2 lagi..bagus tangkap ikat dekat rudal tembak lelangit bagi berkecai dekat udara...sekali dengan Netanyahu Malaysia pun nak kirim anuar Ibrahim bawak sekali biawak hidup nie semak je kat Malaysia nyusahkan rakyat...😂😂😂 Jadi manusia acah2 bagus padahal bangsat nyusahkan rakyat....jadi PM kayu...jadi PMBT bolehlah...😅😂😂,0,2026-04-13T17:18:17Z
@BudiHartono-kf7fj,Iran. Kok. Di. Lawan.,0,2026-04-13T17:18:13Z
@AlhamdulillahYaAllah-q5b,"😢Sangat setuju Prabowo di mazulkan, Gibran presiden  org pak Jokowi  byk  jd menteri Prabowo. 
TNI skrg di pimpin jenderal karbitan karena walau tdk ada pengalaman tempur atau keahlian di  meliter diangkat jenderal. Kalau  yel yel mulut nya TNI seperti ledakan bom nuklir dan bilang 1 org pasukan elit TNI: 150 TNI biasa, kenyataan nya nol buktinya Marinir/Kopasus/kopasgat lawan gerombolan KKB  saja  byk yg mati/ mampus, dan sok sok hebat ikut ikutan jd pasukan PBB akibatnya di bantai tentara  Israel  akibat dipimpin jenderal karbitan. Wajar saja selama ini  TNI selalu di permainkan tentara Diraja Malaysia karena  Malaysia sdh tahu ,  TNI besar omong aja gak ada nyali dan kemampuan perang",0,2026-04-13T17:17:23Z
@AkbarMaulana-oj4vn,Semua dukun se indonesia kompak s4nt3t nyetanyahu biar cepat kelar konplik  nya 🙏,0,2026-04-13T17:12:36Z
@E.s-v8k,Ratakan iran ❤❤🇮🇱🇮🇱🇮🇱❤❤ we anjing kirsten agama yg benar,0,2026-04-13T17:09:41Z
@MustofaKamal-f8y,"Amerika sedikitpun jangan di kasih celah kapalnya masuk selat Hormuz, RUDAL biar kapok ...",0,2026-04-13T17:08:37Z
@Hartono-rz5ny,Topi nya donal trompet bertuliskan USA<<<>>>ASU 😂😂😂,0,2026-04-13T17:03:33Z
@zainiahmdnor7180,Terrorist israel amerika  degil bedil the aje semua kapal2  dagang As. Sana,0,2026-04-13T17:02:29Z
@zainiahmdnor7180,Ceasefire terrorist israel amerika  liar,0,2026-04-13T17:00:48Z
@zainiahmdnor7180,Terrorist israel amerika  get ouyt from.plastina lands,0,2026-04-13T17:00:25Z
@zainiahmdnor7180,Block semuga kapal  pro israel israel,0,2026-04-13T16:59:50Z
@rupacarachanel,Bravo IRAN hancurkan Donal dengan kesombongan yang selalu mengacau perdamaian dunia 🌍 bumi hanguskan musuh kita,0,2026-04-13T16:57:09Z
@IndraMiladi,"Iran 48 tahundi blokade tenang SJ,slot Hormuz Iran blokade seluruh dunia panik😊hebat Iran No 1 terkuat di dunia trnyata",0,2026-04-13T16:53:51Z
@wiwidwijanarko914,Israel  & Amerika biadab membunuh rakyat sipil dibiarkan mana keberadaan PBB  dalam penegakan Hak Asasi  Manusia. PBB bubarkan hanya jadi tameng buat negara Zionis 🫵👊,0,2026-04-13T16:52:17Z
@zulkarnainrasid3965,Harus ada negara yang berani melawan Amerika dan Israel.,0,2026-04-13T16:48:39Z
@GuGun-x8s,1Ran👍👍❤,0,2026-04-13T16:46:11Z
@Rifai-x2j,Bacot cm Donal Bebek kapan as mnang perang🤣🤣🤣🤣,0,2026-04-13T16:45:36Z
@ahmadshodikshodik3332,"Cuma Israel yg berani  bela palestina,,",0,2026-04-13T16:43:49Z
@hawa_897,syarat Amerika terlalu ign menang sendiri. bagus ditolak Krn tak layak utk diikuti.,0,2026-04-13T16:42:51Z
@jepprylubay5946,Hancurlah kan kapal-kapal yg bersekutu dengan Amerika,0,2026-04-13T16:42:13Z
@Muhklis-ew8pg,Tram mulai panik,0,2026-04-13T16:42:00Z
@DeDe-hm1yr,"setiap negara pasti punya pendirian dan keinginan untuk merdeka dari jajahan, contohnya Indonesia yg berjuang untuk merdeka dengan peralatan perang seadanya seperti bambu runcing, kamu orang Indonesia 100% benci penjajah,",0,2026-04-13T16:41:47Z
@hawa_897,"syarat Amerika terlalu ign menang sendiri. bagus ditolak Krn tak layak utk diikuti. Alquran juga udh berulang kali menyatakan mrk mrk itu selalu membuat fitnah, dan tidak akan menepati janji yg dibuatnya sendiri.",0,2026-04-13T16:40:47Z
@ahmadshodikshodik3332,"Jangan tunduk KPD negara lain ,,termasuk ,,tentang meberintian pengayaan uranium ,,negara yg g punya ,,nuklir  ,?makanan empuk bagi negara  seraka",0,2026-04-13T16:40:07Z
@Nikmalborneo,"Iran menutup selat hormoz
Cina menutup ruang udara
Indonesia menutupi kejahatan para koruptor dan ijazah palsu",0,2026-04-13T16:40:06Z
@IsaaAnsoriy,❤❤❤iran gempur kapal'' as,0,2026-04-13T16:40:05Z
@hawa_897,syarat Amerika terlalu ign menang sendiri. bagus ditolak Krn tak layak utk diikuti.,0,2026-04-13T16:39:11Z
@hawa_897,yahudi zionis perusak dunia.,0,2026-04-13T16:37:28Z
@gafurexplorer0477,"ODGJ jadi presiden ya begini jadinya omongan nya donald trumpet bebek terbalik ke dirinya sendiri bohongnya itu hampir tiap saat diberitakan,Bravo Iran free Palestin.",0,2026-04-13T16:37:10Z
@JENDELABANDARLAMPUNG-e3f,Sangat biadab.Zionis Zahanam.,0,2026-04-13T16:34:11Z
@hawa_897,"hhahaa trum g tau sejarah, China itu sudah punya peradaban jauh sebelum negara Amerika ada di peta dunia. dan China itu punya rakyat yg byk kok berani ngancam2 dasar bodo",0,2026-04-13T16:32:36Z
@Khaerulalex,Joss..setuju,0,2026-04-13T16:31:41Z
@Musoip-s9z,Wahai kaum iran ya pemberani habislah kaum israel Jg as,0,2026-04-13T16:31:38Z
@hawa_897,hhahaaaa trum gak tau malu dasar perampok wilayah org,0,2026-04-13T16:30:09Z
@SuhandiCianjur,Su udonnn donal ke china,0,2026-04-13T16:26:31Z
@adicacarot6337,Amerika dan nato blh kirim alat perang ke ukraina.. china di larang krm ke sekutu nya . Negara yg seenak nya sendiri..,0,2026-04-13T16:24:36Z
@adicacarot6337,Negara yg seenak nya sendiri.. amerika..,0,2026-04-13T16:23:26Z
@dintong,"Negara lain tidak boleh mengembangkan tenags nuklir, dia sendiri AS membuat bom nuklis seenaknya. Curang ente guy.",0,2026-04-13T16:19:49Z
@kriswahyuni426,Lebih baik 🇮🇷 kembangkan senjata nuklir,0,2026-04-13T16:19:46Z
@OppoA-yp6sf,"pasok terus jgn takut China bukan negara yg takut ancaman paling bayak segudang senjata bantulah Iran yg lgi di keroyok seperti Rusia ,as tidak di keroyok ajah udah goyah aplgi cina masuk Iran mampus as",0,2026-04-13T16:19:39Z
@Alzailani-v9e,"seharusnya dunia harus bersatu lawan as dan israel,kalau dunia hanya diam saja maka penjajah semakin besar kepala,",0,2026-04-13T16:19:38Z
@Hardy46,"Si donal bebek,ku kira keras ternyata Kertas,(BOT)goo IRAN🇮🇷🇮🇷🇮🇷Kasih paham AS",0,2026-04-13T16:18:53Z
@westmaladum,Media frustasi penyebar berita hoax,0,2026-04-13T16:15:44Z
@erickhermansyah1984,"Harga bensin di Iran Rp.200 perak di Indonesia kok mahal ya, oh mungkin ongkir nya kali jadi mahal😂",0,2026-04-13T16:15:35Z
@bimolia5158,Comment Mentri ga ada isi ... kosong  doang,0,2026-04-13T16:15:16Z
@Bertanimudah-t7q,Nuklir.. Nuklir.. Selalu jadi kambing hitam dibalik sumur minyak😂😂,0,2026-04-13T16:14:48Z
@dintong,Cuma Iran di negara sono yang tidak mau jadi ternak AS,0,2026-04-13T16:13:36Z
@HaryonoMintuno,"Angkatan laut sdh punah tenggelam semua, iran mau tutup selat pake congor...😅😅",0,2026-04-13T16:12:33Z
@oxxaoxxa098,APA HAKNYA AMERIKA MAU BLOKADE SELAT HORMUZ BUKAN WILAYANYA ..KENAPA KMU TDK BLOKADE ISRAEL BANTUAN DARI AMERIKA SENDIRI...ENAK SAJA HAK NEGARA LAIN SEMUA MAU DIAMBIL DASAR IBLIS TERORIS DUNIA...SEHARUSNYA DUNIA GEMPUR TERORIS AMRRIKA DAN TERORIS ISRAEL..YG SELSLU BIKIN KACAO DUNIA,2,2026-04-13T16:11:46Z
@asimsp2253,Tutup total Hormuz bungkam mulut trump habisi negara sombong .....saya dukung Iran 💪.,0,2026-04-13T16:08:44Z
@HaryonoMintuno,"Chanel HOAX...😅
berita palsu cuma editan
..
AS yg blokade selat hormus  berani tembak bakal  di Bom abis teroris  Iran. 😅.",0,2026-04-13T16:06:45Z
@oxxaoxxa098,Bravo iran Best,2,2026-04-13T16:05:31Z
@Encik.muhammadTaufiq,GEMPUR HABIS KAPAL AS YG BERUSAHA MASUK KE SELAT HORMUS !!!!!!!!,0,2026-04-13T16:04:17Z
@Edikuaro-m6v2i,"Mangx mampu nenggelamkn kapal al as,,,, yg lalu2 swaktu kapal al iran di rudal mpe tenggelam kmana kok diam plonga plongo ae.",0,2026-04-13T16:01:28Z
@joniirawan9695,"Trumpet sedang halu.., sok"" An.. 😂",0,2026-04-13T15:59:11Z
@NandakritalugiatmajaNand-oo3hy,Jika AS memblokade selat hormous lebih baik semua negara dunia bersatu mengirim kapal kapal perangnya untuk menembak kapal kapal AS,0,2026-04-13T15:59:02Z
@Bima8899,"Tdk usah bangga membela salah satunya, karena dampaknya akan kita rasakan dbyk negara klo krisis teluk ini berkelanjutan, termasuk Indonesia, tdk cuman BBM yg naik, harga dlm segala hal pasti berpotensi naik semua,krisis global terjadi perusahaan pasti mengurangi tenaga kerja, byk PHK. Jadi mari kita berdoa spy kedua belah pihak berdamai krn dampaknya akan sangat mengerikan...!",0,2026-04-13T15:58:00Z
@channelphilosophy3769,China tutup udara karna parno.. Amerika licik bisa aja tiba tiba main comot kepala negara dengan memanfaatkan situasi mata tertuju perang Iran tapi sambil sikat pemimpin china,0,2026-04-13T15:56:23Z
@tulushermawan4311,😂😂😂 tentara amerika jadi penjahat karena gara-gara presidennya..😂😂😂😂 klo saya jadi tentaranya pasti kudeta sama presidenya,0,2026-04-13T15:56:02Z
@JayaJaya-i4r7x,CINA SUDAH SADAR DI NEGARA NYA SUDAH ADA AGEN2 MOSAD ISRAEL.,0,2026-04-13T15:54:25Z
@toiptoip4613,Di sini nih cina berani engga hajar Amerika...Iran ajah berani kenapa cina engga berani..hajar amerika,0,2026-04-13T15:53:55Z
@toniwang88,Sipantat ayam trumpet koar2,0,2026-04-13T15:53:09Z
@birunyacintaku9292,"🇮🇷❤️🇮🇷
الله أكبر الله أكبر الله أكبر الله أكبر الله أكبر الله أكبر الله أكبر الله أكبر أكبر أكبر الله أكبر الله أكبر الله أكبر الله أكبر أكبر أكبر الله أكبر الله أكبر الله أكبر الله أكبر أكبر أكبر الله أكبر الله أكبر الله أكبر الله أكبر الله أكبر الله أكبر الله أكبر الله أكبر الله أكبر أكبر أكبر الله أكبر الله أكبر الله أكبر الله أكبر الله أكبر الله أكبر الله أكبر الله أكبر الله أكبر الله أكبر الله أكبر الله أكبر الله أكبر الله أكبر الله أكبر الله أكبر الله أكبر الله أكبر الله أكبر الله أكبر الله أكبر الله أكبر الله أكبر الله أكبر الله أكبر الله أكبر أكبر أكبر الله أكبر الله أكبر الله أكبر أكبر أكبر الله أكبر الله أكبر أكبر أكبر الله أكبر الله أكبر الله أكبر الله أكبر أكبر أكبر الله أكبر الله أكبر الله أكبر أكبر أكبر الله أكبر الله أكبر الله الله الله أكبر 

لاحول ولا قوة الا بالله العلي العظيم",1,2026-04-13T15:51:45Z
@durjaabadi,Jngan mau di didikte AS...tuduhan nuklir itu hanya siasat AS ingin menguasai timur tengah.,0,2026-04-13T15:50:23Z
@selfreminder4939,"Si Trump kira blockade akan membuat Iran takut,, Orang gila padahal itu akan semakin AS terpuruk ekonomi nya,. Kocak",0,2026-04-13T15:50:09Z
@Shariman-d8p,"IRAN🇮🇷 TIDAK PERLU LAGI MEMBERI PERINGATAN KEPADA KAPAL MUSUH SELURUH UMMAT MANUSIA SUDAH PUN TAHU AKAN TAKTIK KEZALIMAN DAN KEKEJAMAN YANG MEREKA BAWA DAMPAK BENCANA DAN ANCAMAN KEPADA SELURUH STUKTUR KEHIDUPAN BENAAN ALAM DAN KEPADA KEMANUSIAAN SESAMA MANUSIA KERANA PELANGARAN PENCEROBOH APA PUN ITU YANG DI LAKUKAN DI ATAS ARAHAN TRUMP YANG MENGANCAM PERSETUJUAN GENJATAN SENJATA PERDAMAIAN ANTARA KE TIGA BELAH PIHAK AS DAN ISRAEL KEPADA IRAN BEERTI PENCEROBAHAN ADALAH SALAH SATU ARAHAN DARI STRATEGY SEKALA PERANG AS AMERIKA🇺🇲KE IRAN🇮🇷TIDAK SALAH IRAN🇮🇷BERTINDAK DAN TIDAK PERLU LAGI DENGAN PERINGATAN YANG MERAYU""2 SEKIRANYA SUDAH JELAS DARI PIHAK MUSUH AMERIKA🇺🇲💥🔥💥SERANG💪💪TAKBIR☝️HANYA ADA SATU YANG ESA✨️☀️✨️ALLAHU AKBAR ALLAH LAILAHAILLALLAH ALLAHU ALLAH""5✨️☀️✨️💝✨️🤲☀️☀️AL FATIHAH☀️☀️AMIIN☀️☀️🤲✨️💝",0,2026-04-13T15:49:31Z
@JayaJaya-i4r7x,"Wkwkwk di pikir Donald trump. 
Iran bakal takut jika as membawa kapal perang ke selat Hormuz. 
Di pikir mereka, iran seperti Venezuela",0,2026-04-13T15:47:59Z
@muhammadazril9986,Pbb suwe2 koyo konoha,0,2026-04-13T15:46:33Z
@RasidWayolo,Iran tida akan  buka selat Hormuz tutup saja  biar termu tau diri bahwa itu kedaulatan negara iran jls,0,2026-04-13T15:46:33Z
@mchoirulaminudin7900,odgj trum menyeret dunia dlm perang dunia 3,0,2026-04-13T15:46:21Z
@ImanislamIslam,Dog  trump   is  big sattan devil  from amerika....!!!!,0,2026-04-13T15:46:11Z
@rehanfebriansyah7876,"Osrael targetkan rumah warga
Nahhh...saat netanyahu di introgasi pasti jawabnya ""itu rumah di jadikan markas hizbullah.
Gak aneh alasan lama ?
Tengok di gaza rumah sakit,masjid,greja di bom zionis alasan sama semua",0,2026-04-13T15:46:08Z
@rogosamboyo2149,Langsung saja di rudalll...biar Donal tambah streess,0,2026-04-13T15:44:42Z
@R7NA_28Dwi,Mulai ngaco presiden tram ini,0,2026-04-13T15:44:05Z
@muhammadazril9986,Gedabros ae yi ngadepi iran ae g pecus,0,2026-04-13T15:42:12Z
@Samsul-Tamboen,Donald bebek cari perkara..,0,2026-04-13T15:42:09Z
